Host Response Time,Host Response Rate,Host Listings Count,Host Total Listings Count,Accommodates,Bathrooms,Bedrooms,Beds,Weekly Price,Monthly Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Calculated host listings count,Reviews per Month,total_words,house_rules_words,days_since_calendar_updated,days_host_since,days_since_last_scraped,days_since_first_review,days_since_last_review,season,host_verified,distance_km,neighbourhood_price,has_weekly_price,has_monthly_price,Property Type_price_encoded,Room Type_price_encoded,Bed Type_price_encoded,total_amenities,amenity_wireless_internet,amenity_internet,amenity_kitchen,amenity_heating,amenity_essentials,amenity_washer,amenity_tv,amenity_hot_tub,amenity_pool,amenity_gym,amenity_cable_tv,amenity_free_parking_on_premises,amenity_pets_allowed,cancellation_price_encoded
999,0.0,1.0,1.0,4,1.0,1.0,2.0,380.0,890.0,200.0,25.0,1,0,15,1125,0,0,0,0,8,94.0,9.0,9.0,10.0,10.0,9.0,10.0,1.0,0.24,241,842,1,1051,1,998,625,1,1,2.2930290336458947,65.0,1,1,55.0,72.0,52.0,9,0,1,1,1,1,1,0,0,0,0,0,0,1,55.0
1,1.0,1.0,1.0,3,1.0,1.0,1.0,280.0,950.0,400.0,40.0,2,20,7,363,0,0,0,87,12,88.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,0.81,212,76,1,613,1,443,16,1,1,1.3698769736502625,60.0,1,1,55.0,72.0,52.0,18,1,1,1,1,1,1,1,0,0,0,1,0,0,55.0
3,1.0,2.0,2.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,25,2,14,10,23,39,215,41,95.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,1.91,321,70,1,1428,1,643,4,1,1,2.0259266552865998,100.0,0,0,55.0,29.0,52.0,21,1,1,1,1,1,1,1,0,0,0,1,0,0,60.0
1,1.0,4.0,4.0,2,2.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,3,365,7,37,67,342,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0.0,47,116,1,632,1,999,999,1,1,5.6225676725580085,32.0,0,0,55.0,29.0,52.0,11,1,1,1,1,1,1,0,0,0,0,0,0,0,40.0
1,0.94,4.0,4.0,6,2.0,2.0,4.0,901.0,3208.0,0.0,50.0,5,15,1,1125,5,7,12,256,102,92.0,9.0,9.0,9.0,10.0,10.0,9.0,3.0,2.49,377,224,1,1614,1,1231,4,1,1,1.5095761353968895,65.0,1,1,55.0,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
3,1.0,1.0,1.0,2,1.0,1.0,2.0,999999.0,999999.0,0.0,5.0,1,0,1,1125,0,0,0,0,3,93.0,10.0,10.0,9.0,9.0,10.0,9.0,1.0,3.0,290,157,1,92,1,14,4,1,1,0.5666709263061138,65.0,0,0,55.0,29.0,52.0,13,1,1,1,1,1,0,0,0,0,0,0,0,0,40.0
3,1.0,1.0,1.0,2,1.0,1.0,2.0,999999.0,999999.0,0.0,10.0,1,0,2,14,4,31,54,54,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.4,308,81,1,293,1,258,119,1,1,7.518386118827962,28.5,0,0,55.0,29.0,52.0,16,1,1,0,1,1,1,1,0,1,0,0,0,1,40.0
999,0.0,2.0,2.0,6,2.0,1.0,8.0,300.0,999999.0,0.0,10.0,1,0,1,1125,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.09,427,97,1,1383,1,328,328,1,1,2.685328341598265,60.0,1,0,31.0,20.0,52.0,11,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,5.0,5.0,2,2.0,1.0,2.0,999999.0,999999.0,96.0,30.0,3,10,4,1125,15,30,55,172,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,1.58,226,418,1,71,1,38,23,1,1,0.8571865194966086,60.0,0,0,55.0,29.0,52.0,11,1,1,1,1,1,0,1,0,0,0,0,0,0,40.0
1,1.0,11.0,11.0,2,1.0,1.0,1.0,999999.0,999999.0,250.0,78.0,1,0,3,330,18,48,78,257,8,93.0,10.0,10.0,10.0,10.0,9.0,9.0,11.0,2.12,388,741,2,300,1,113,22,1,1,2.364361798580292,89.0,0,0,55.0,72.0,52.0,19,1,1,1,1,1,1,1,0,0,0,0,1,0,60.0
3,1.0,1.0,1.0,5,1.0,2.0,4.0,999999.0,999999.0,250.0,30.0,2,15,3,1125,0,17,42,317,16,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.45,234,187,1,204,1,196,36,1,1,0.887296445905447,70.0,0,0,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
1,1.0,3.0,3.0,6,1.0,2.0,3.0,999999.0,999999.0,0.0,20.0,2,10,2,1125,5,15,29,235,11,82.0,9.0,8.0,10.0,10.0,8.0,9.0,3.0,1.48,419,127,1,674,1,223,7,1,1,3.4919738274603715,38.0,0,0,55.0,72.0,52.0,16,1,1,1,1,1,1,1,0,0,0,1,0,0,60.0
1,1.0,2.0,2.0,3,1.0,1.0,1.0,999999.0,999999.0,250.0,25.0,2,18,2,30,13,40,59,149,107,84.0,9.0,8.0,9.0,9.0,9.0,9.0,2.0,2.24,343,826,1,1446,1,1432,7,1,1,0.8422308405111686,65.0,0,0,55.0,72.0,52.0,13,1,1,1,1,1,1,1,0,0,0,0,0,1,60.0
1,1.0,0.0,0.0,9,2.0,5.0,5.0,999999.0,999999.0,200.0,50.0,4,15,2,30,3,14,26,99,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,166,0,1,58,1,7,7,1,1,1.6319749744818597,42.5,0,0,55.0,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
1,1.0,46.0,46.0,8,2.0,3.0,4.0,999999.0,999999.0,0.0,35.0,6,0,1,1125,5,18,29,292,109,83.0,8.0,8.0,9.0,9.0,9.0,8.0,46.0,2.6,408,624,2,1481,1,1259,13,1,1,0.5924806881250854,60.0,0,0,55.0,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,0,0,1,60.0
1,1.0,1.0,1.0,1,1.0,1.0,1.0,999999.0,999999.0,0.0,5.0,1,5,1,1125,22,52,82,172,1,60.0,6.0,6.0,6.0,8.0,10.0,6.0,1.0,0.41,433,214,1,96,1,73,73,1,1,0.8700431427365225,50.0,0,0,55.0,29.0,52.0,17,1,1,0,1,1,1,1,0,0,0,0,0,0,55.0
1,1.0,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,15.0,1,12,3,1125,6,6,21,111,47,91.0,9.0,10.0,10.0,10.0,10.0,10.0,1.0,3.15,339,379,1,613,1,448,14,1,1,0.7823180144529301,50.0,0,0,55.0,29.0,52.0,10,1,1,0,1,1,0,1,0,0,0,0,0,0,40.0
999,0.0,1.0,1.0,1,1.5,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,1,1125,0,0,0,0,3,90.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,0.28,265,0,1,613,1,321,268,1,1,3.9451996091025845,50.0,0,0,55.0,29.0,52.0,22,1,1,1,1,1,0,1,0,0,0,0,0,1,40.0
1,1.0,15.0,15.0,4,1.0,1.0,2.0,510.0,1900.0,300.0,40.0,2,20,3,1125,8,17,28,277,36,96.0,10.0,10.0,10.0,10.0,10.0,9.0,15.0,1.59,337,510,1,1432,1,679,9,1,1,1.0909361379428915,100.0,1,1,55.0,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,3.0,3.0,2,1.0,1.0,1.0,999999.0,999999.0,150.0,20.0,2,50,2,5,30,55,85,360,15,83.0,9.0,10.0,10.0,9.0,9.0,8.0,3.0,0.19,156,797,1,2539,1,2385,307,1,1,3.140869249690343,40.0,0,0,32.0,29.0,52.0,13,1,1,0,1,0,0,0,0,1,0,0,0,0,40.0
1,1.0,1.0,1.0,6,1.0,2.0,3.0,445.0,1375.0,130.0,30.0,2,10,3,1125,6,12,22,239,43,95.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,1.01,261,62,1,1475,1,1275,28,1,1,0.9330352614779923,65.0,1,1,55.0,72.0,52.0,19,1,1,1,1,1,1,1,0,0,0,0,0,1,55.0
24,0.8,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,5.0,1,5,1,1125,18,48,78,79,3,87.0,9.0,9.0,10.0,9.0,10.0,9.0,1.0,2.14,233,105,2,1698,1,42,28,1,1,1.023490563423455,70.0,0,0,55.0,29.0,52.0,6,1,1,0,1,1,0,0,0,0,0,0,0,0,60.0
3,1.0,1.0,1.0,2,1.5,2.0,1.0,999999.0,999999.0,0.0,10.0,1,0,2,1125,26,56,86,361,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.55,121,0,1,1123,1,109,42,1,1,0.7736773567843671,50.0,0,0,55.0,29.0,52.0,14,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
24,0.89,1.0,1.0,3,1.0,1.0,1.0,350.0,999999.0,0.0,30.0,1,0,2,1125,17,36,62,62,49,87.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,2.56,75,0,1,586,1,574,18,1,1,1.3384782815459355,60.0,1,0,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,0.88,2.0,2.0,2,1.5,1.0,1.0,999999.0,999999.0,0.0,10.0,1,5,1,1125,3,5,14,64,33,93.0,10.0,9.0,10.0,9.0,10.0,9.0,2.0,4.09,185,805,1,315,1,242,12,1,1,0.5952668950373702,60.0,0,0,55.0,29.0,52.0,17,1,1,1,1,1,1,0,0,0,0,0,0,1,60.0
1,1.0,1.0,1.0,1,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,2,15,0,0,6,281,17,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,2.29,230,133,1,342,1,223,35,1,1,2.2317910282292495,26.0,0,0,55.0,29.0,52.0,8,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
3,1.0,3.0,3.0,6,1.0,2.0,2.0,799.0,2999.0,250.0,25.0,4,25,2,1125,10,22,41,316,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,0.29,224,109,2,726,1,713,650,1,1,1.0398637291166095,50.0,1,1,55.0,72.0,52.0,13,1,1,1,1,1,1,1,0,0,0,1,0,0,40.0
3,1.0,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,8.0,1,10,1,1125,5,23,53,54,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,2.14,263,0,2,595,1,56,15,1,1,0.8907724356279341,60.0,0,0,55.0,29.0,52.0,13,1,1,1,1,1,1,0,0,0,0,0,0,0,55.0
1,1.0,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,1,1125,5,34,64,65,81,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,6.81,352,503,2,1039,1,357,21,1,1,2.6122502670264818,75.0,0,0,55.0,29.0,52.0,17,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
1,1.0,2.0,2.0,3,1.0,1.0,2.0,320.0,1350.0,0.0,25.0,2,15,3,1125,6,13,21,274,166,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,4.74,286,102,1,1622,1,1050,4,1,1,0.3477926781544341,78.0,1,1,55.0,72.0,52.0,18,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,5.0,5.0,3,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,9,1,1125,0,0,0,0,33,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2.95,212,71,1,342,1,336,11,1,1,1.5599887254672176,45.0,0,0,31.0,29.0,52.0,19,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
1,1.0,46.0,46.0,3,1.0,1.0,2.0,999999.0,999999.0,0.0,25.0,1,0,1,1125,7,20,37,301,49,87.0,9.0,9.0,9.0,9.0,10.0,9.0,46.0,2.37,292,119,1,1481,1,619,9,1,1,0.9781879172886967,60.0,0,0,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,1,60.0
1,1.0,2.0,2.0,2,1.0,1.0,2.0,280.0,980.0,90.0,15.0,1,0,2,1000,0,0,6,281,17,85.0,9.0,9.0,10.0,10.0,10.0,8.0,2.0,1.21,206,75,1,1203,1,421,220,1,1,1.0565967227731672,65.0,1,1,55.0,72.0,52.0,12,1,1,1,1,1,1,1,0,0,0,0,0,1,60.0
48,0.4,3.0,3.0,10,2.0,4.0,7.0,999999.0,999999.0,200.0,70.0,2,20,2,1125,13,22,38,301,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,45,841,1,67,1,999,999,1,1,1.006536421887576,65.0,0,0,55.0,72.0,52.0,16,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,0.6,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,30.0,1,0,1,1125,9,39,69,160,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.88,267,27,2,305,1,34,34,1,1,1.2487915662945115,65.0,0,0,55.0,72.0,52.0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,40.0
1,0.96,2.0,2.0,2,1.5,1.0,1.0,200.0,999999.0,0.0,10.0,1,0,2,15,2,2,10,75,110,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,6.78,332,801,1,1531,1,487,10,1,1,1.0241503133394454,50.0,1,0,31.0,29.0,52.0,24,1,1,1,1,1,1,1,0,0,0,1,0,0,60.0
1,1.0,2.0,2.0,2,1.0,1.0,1.0,200.0,700.0,0.0,10.0,1,0,2,1125,4,9,17,229,96,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,3.75,265,321,2,784,1,768,5,1,1,0.6025012603030749,50.0,1,1,38.0,29.0,52.0,13,1,1,1,1,1,0,1,0,0,0,0,0,0,40.0
3,1.0,1.0,1.0,4,2.5,2.0,3.0,999999.0,999999.0,0.0,40.0,1,0,3,1125,5,17,22,112,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.54,253,0,1,349,1,56,56,1,1,2.172865869687035,75.0,0,0,60.0,72.0,52.0,19,1,1,1,1,1,1,1,1,0,0,1,0,0,60.0
1,1.0,1.0,1.0,4,1.5,2.0,4.0,999999.0,999999.0,175.0,35.0,4,35,2,120,0,0,24,203,14,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.9,299,82,2,1721,1,221,99,1,1,1.156739995855603,60.0,0,0,55.0,72.0,52.0,18,1,1,1,1,1,1,0,0,0,0,0,0,0,60.0
1,0.9,2.0,2.0,4,1.0,0.0,2.0,999999.0,999999.0,0.0,20.0,2,10,2,1125,15,45,75,75,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,246,88,1,114,1,999,999,1,1,4.316723906129951,38.0,0,0,60.0,72.0,52.0,16,1,1,1,0,1,1,1,0,0,0,0,0,0,60.0
1,1.0,6.0,6.0,12,2.0,5.0,8.0,999999.0,999999.0,0.0,100.0,7,20,3,1125,8,23,45,135,24,93.0,9.0,9.0,9.0,9.0,10.0,9.0,6.0,0.71,411,127,1,1157,1,1013,132,1,1,0.5967495959528422,65.0,0,0,55.0,72.0,52.0,18,1,1,1,1,1,1,1,0,0,0,0,0,1,60.0
1,1.0,1.0,1.0,4,1.0,2.0,4.0,450.0,1500.0,150.0,30.0,1,0,4,1125,15,39,66,313,14,89.0,10.0,9.0,10.0,10.0,8.0,9.0,1.0,0.38,234,75,1,1124,1,1110,40,1,1,6.161661909653523,42.5,1,1,55.0,72.0,52.0,10,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,2.0,2.0,5,2.0,2.0,4.0,999999.0,999999.0,0.0,45.0,4,20,2,30,2,5,19,256,26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,3.64,336,696,1,490,1,214,6,1,1,0.30375993366014553,70.0,0,0,55.0,72.0,52.0,19,1,1,1,1,1,1,1,1,0,0,0,0,0,60.0
1,1.0,4.0,4.0,5,1.0,1.0,3.0,999999.0,999999.0,200.0,30.0,4,10,2,30,12,40,62,325,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,2.14,103,44,1,150,1,140,7,1,1,10.949093915864344,45.0,0,0,55.0,72.0,52.0,20,1,1,1,1,1,0,1,0,1,0,0,0,0,60.0
24,0.57,1.0,1.0,4,1.0,1.0,2.0,999999.0,999999.0,0.0,10.0,2,10,2,1125,0,18,48,139,9,96.0,10.0,10.0,10.0,9.0,10.0,9.0,1.0,0.86,169,439,2,333,1,314,74,1,1,1.3562060305698673,60.0,0,0,55.0,72.0,52.0,18,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,46.0,46.0,4,1.0,1.0,2.0,999999.0,999999.0,0.0,25.0,1,0,1,1125,1,11,31,299,129,84.0,9.0,9.0,9.0,9.0,10.0,9.0,46.0,4.2,242,617,2,1481,1,922,3,1,1,0.6212022541161574,60.0,0,0,55.0,72.0,52.0,17,1,1,1,1,1,1,1,0,0,0,0,0,1,60.0
24,0.9,1.0,1.0,4,1.0,2.0,3.0,999999.0,999999.0,0.0,20.0,1,0,1,1125,18,42,72,347,30,82.0,9.0,8.0,9.0,10.0,10.0,8.0,1.0,2.45,94,62,1,387,1,368,7,1,1,4.888534696259211,70.0,0,0,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,1,0,55.0
999,0.0,1.0,1.0,2,2.0,1.0,1.0,220.0,999999.0,0.0,10.0,1,10,2,1125,30,60,90,365,5,72.0,8.0,8.0,8.0,8.0,6.0,7.0,1.0,0.15,108,0,1,1082,1,999,537,1,1,2.766274897119713,37.0,1,0,31.0,29.0,52.0,11,1,1,1,1,0,1,1,0,0,0,0,0,0,40.0
24,0.75,1.0,1.0,1,1.0,4.0,3.0,600.0,1100.0,150.0,10.0,1,0,1,1125,0,6,36,311,4,90.0,8.0,9.0,10.0,10.0,10.0,9.0,1.0,0.4,171,61,1,1019,1,301,279,1,1,0.32514122310731414,78.0,1,1,38.0,29.0,52.0,13,0,0,1,1,1,1,0,0,0,0,0,0,0,55.0
48,0.0,2.0,2.0,1,1.5,1.0,1.0,147.0,600.0,0.0,10.0,1,0,1,1125,0,0,7,32,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,30,0,1,1760,1,999,999,1,1,2.028697638197062,42.5,1,1,50.0,29.0,52.0,7,1,1,0,1,1,0,1,0,0,0,0,0,0,40.0
3,1.0,1.0,1.0,2,1.0,1.0,1.0,195.0,999999.0,0.0,10.0,1,15,2,1125,19,47,77,167,57,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.42,343,17,1,1673,1,1202,3,1,1,2.6046095813567804,70.0,1,0,38.0,29.0,52.0,14,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
1,1.0,2.0,2.0,2,1.0,1.0,1.0,120.0,480.0,0.0,5.0,1,0,1,15,14,41,71,343,96,92.0,10.0,10.0,10.0,10.0,8.0,9.0,2.0,3.05,346,336,1,991,1,945,13,1,1,5.2448525741290135,26.0,1,1,55.0,29.0,52.0,17,1,1,1,1,1,1,0,0,0,0,0,0,0,55.0
48,0.0,2.0,2.0,1,0.0,1.0,1.0,250.0,450.0,0.0,10.0,1,0,3,120,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,43,0,2,1504,1,999,999,1,1,2.723429005707639,60.0,1,1,55.0,29.0,52.0,10,1,1,1,0,0,1,1,0,0,0,0,0,0,60.0
1,1.0,1.0,1.0,2,1.0,1.0,1.0,240.0,920.0,100.0,20.0,1,0,3,1125,2,7,32,307,79,86.0,9.0,9.0,10.0,10.0,9.0,9.0,1.0,2.2,269,57,1,1090,1,1077,13,1,1,1.9157271458694567,49.0,1,1,55.0,72.0,52.0,18,1,1,1,1,1,1,1,0,0,0,1,0,0,60.0
1,1.0,1.0,1.0,3,1.0,1.0,1.0,999999.0,999999.0,150.0,8.0,1,20,2,1125,20,50,80,171,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.83,261,113,2,1728,1,36,36,1,1,3.454418685215626,38.0,0,0,55.0,29.0,52.0,17,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
24,0.93,1.0,1.0,4,1.0,1.0,2.0,999999.0,999999.0,120.0,11.0,1,0,2,1125,18,48,78,353,65,89.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,1.42,350,227,1,1448,1,1371,140,1,1,0.6716927580505344,65.0,0,0,55.0,72.0,52.0,12,1,1,1,1,1,0,1,0,0,0,0,0,0,60.0
3,1.0,3.0,3.0,4,1.0,1.0,2.0,500.0,1450.0,150.0,40.0,2,10,1,180,4,17,42,301,138,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.55,332,243,1,1907,1,1623,21,1,1,0.382894568224064,78.0,1,1,55.0,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,1,0,0,40.0
1,1.0,3.0,3.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,30.0,1,0,2,15,2,9,21,109,12,95.0,9.0,9.0,9.0,10.0,9.0,9.0,3.0,3.56,101,0,1,115,1,101,8,1,1,3.8772837167729026,26.0,0,0,55.0,72.0,52.0,9,1,1,1,0,1,1,1,0,0,0,0,0,0,40.0
1,1.0,3.0,3.0,1,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,2,1125,10,31,61,62,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,2.42,136,60,2,521,1,62,33,1,1,7.520168902852441,15.5,0,0,55.0,29.0,52.0,22,1,1,1,1,1,1,1,0,0,0,0,1,0,55.0
1,1.0,2.0,2.0,4,1.0,1.0,4.0,400.0,1000.0,200.0,65.0,2,8,5,1125,5,35,65,340,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.77,292,224,2,1022,1,311,90,1,1,8.116553623225466,57.5,1,1,60.0,72.0,52.0,24,1,1,1,1,1,1,1,0,1,1,0,1,0,60.0
1,1.0,3.0,3.0,1,1.0,1.0,1.0,110.0,420.0,100.0,20.0,1,0,2,31,0,0,0,218,46,90.0,9.0,9.0,10.0,10.0,9.0,9.0,3.0,2.44,302,815,2,1039,1,566,28,1,1,1.9943486952036131,34.0,1,1,55.0,29.0,52.0,12,1,1,1,1,1,1,0,0,0,0,0,0,0,60.0
1,1.0,45.0,45.0,2,1.0,1.0,2.0,630.0,999999.0,150.0,70.0,2,0,5,1125,6,36,66,341,13,91.0,10.0,10.0,9.0,9.0,9.0,9.0,11.0,0.46,386,0,2,1283,1,852,69,1,1,4.378364296841636,51.0,1,0,55.0,72.0,52.0,24,1,1,1,1,1,1,1,1,0,0,0,0,1,60.0
1,1.0,3.0,3.0,1,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,1,5,17,47,77,77,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,8.37,151,36,1,195,1,86,7,1,1,10.341099041863687,37.0,0,0,55.0,29.0,52.0,9,1,1,0,1,1,0,0,0,0,0,0,0,0,40.0
1,1.0,4.0,4.0,4,1.0,1.0,2.0,370.0,851.0,100.0,25.0,2,13,2,1125,5,24,46,321,6,93.0,9.0,9.0,10.0,10.0,10.0,9.0,4.0,0.19,371,460,1,1524,1,940,72,1,1,0.6843099794929534,60.0,1,1,55.0,72.0,52.0,9,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
24,0.9,3.0,3.0,1,1.0,1.0,1.0,200.0,532.0,0.0,10.0,1,0,1,1125,30,60,90,269,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,0.07,68,0,1,2223,1,413,413,1,1,7.807787868592676,31.5,1,1,55.0,29.0,52.0,16,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,5.0,5.0,4,1.0,2.0,2.0,315.0,1395.0,100.0,25.0,2,25,2,1125,3,7,10,227,60,89.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,3.8,309,450,1,564,1,474,17,1,1,1.7930974505027915,38.0,1,1,55.0,72.0,52.0,16,1,1,1,1,1,1,1,0,0,0,0,0,1,55.0
24,0.67,2.0,2.0,1,2.0,1.0,1.0,150.0,450.0,0.0,10.0,1,0,5,1125,30,60,90,365,4,95.0,10.0,10.0,10.0,10.0,9.0,9.0,2.0,0.29,241,165,1,469,1,407,337,1,1,2.35947896219999,45.0,1,1,55.0,29.0,52.0,18,1,1,1,1,1,1,0,0,0,0,0,0,0,55.0
1,1.0,1.0,1.0,4,1.0,1.0,2.0,999999.0,999999.0,100.0,20.0,3,15,1,18,3,20,40,210,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,2.61,213,59,1,1318,1,69,3,1,1,1.0679176667682826,65.0,0,0,55.0,72.0,52.0,18,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
24,1.0,2.0,2.0,1,1.5,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,1,1125,0,0,0,0,1,60.0,6.0,10.0,10.0,10.0,10.0,6.0,2.0,0.06,75,0,1,687,1,464,464,1,1,0.9428067086001058,50.0,0,0,55.0,29.0,52.0,10,1,1,1,0,1,1,0,0,0,0,0,0,0,40.0
1,1.0,3.0,3.0,4,1.0,1.0,2.0,999999.0,999999.0,0.0,30.0,2,15,1,1125,16,33,54,55,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.09,71,0,2,234,1,55,21,1,1,0.8294065991101505,60.0,0,0,55.0,72.0,52.0,14,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,6.0,6.0,8,2.0,4.0,4.0,920.0,999999.0,100.0,50.0,8,20,3,365,9,27,48,297,26,95.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,0.53,327,0,1,1574,1,1474,20,1,1,4.6989360689651125,25.0,1,0,55.0,72.0,52.0,18,1,1,1,1,1,1,1,0,0,0,0,0,1,60.0
999,0.0,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,2,0,2,1125,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,262,21,1,453,1,999,999,1,1,10.594425858719866,50.0,0,0,55.0,29.0,52.0,10,1,1,1,1,1,0,0,0,1,0,0,0,0,40.0
1,1.0,2.0,2.0,1,1.0,0.0,1.0,328.0,1032.0,141.0,19.0,1,0,5,1125,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,88,0,2,945,1,999,999,1,1,1.178642884302474,60.0,1,1,50.0,72.0,52.0,10,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
3,1.0,30.0,30.0,10,1.0,1.0,10.0,999999.0,999999.0,0.0,10.0,1,15,1,1125,30,60,90,365,1,60.0,6.0,4.0,8.0,4.0,8.0,6.0,29.0,0.18,425,268,1,200,1,168,168,1,1,1.0115518090143159,50.0,0,0,55.0,20.0,52.0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,60.0
