Host Response Time,Host Response Rate,Host Listings Count,Host Total Listings Count,Accommodates,Bathrooms,Bedrooms,Beds,Weekly Price,Monthly Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Calculated host listings count,Reviews per Month,total_words,house_rules_words,days_since_calendar_updated,days_host_since,days_since_last_scraped,days_since_first_review,days_since_last_review,season,host_verified,distance_km,neighbourhood_price,has_weekly_price,has_monthly_price,Property Type_price_encoded,Room Type_price_encoded,Bed Type_price_encoded,total_amenities,amenity_wireless_internet,amenity_internet,amenity_kitchen,amenity_heating,amenity_essentials,amenity_washer,amenity_tv,amenity_hot_tub,amenity_pool,amenity_gym,amenity_cable_tv,amenity_free_parking_on_premises,amenity_pets_allowed,cancellation_price_encoded
1,1.0,1.0,1.0,3,1.0,1.0,1.0,999999.0,999999.0,0.0,20.0,1,0,2,1125,0,0,0,219,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,0.83,256,0,1,962,1,145,7,1,1,0.9705011741798169,50.0,0,0,55.0,72.0,52.0,16,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,1.0,1.0,8,1.0,3.0,5.0,850.0,2000.0,150.0,30.0,6,20,1,1125,16,41,67,342,35,84.0,9.0,8.0,9.0,9.0,9.0,8.0,1.0,1.04,266,42,1,1066,1,1006,35,1,1,1.116013470442181,65.0,1,1,55.0,72.0,52.0,9,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,11.0,11.0,4,1.0,1.0,1.0,350.0,1250.0,150.0,20.0,2,10,2,1125,2,23,45,216,34,72.0,8.0,7.0,8.0,9.0,9.0,7.0,11.0,0.94,388,148,2,1628,1,1083,96,1,1,0.8711348013254067,60.0,1,1,55.0,72.0,52.0,25,1,1,1,1,1,1,1,0,0,0,0,0,1,60.0
1,1.0,1.0,1.0,2,1.5,1.0,2.0,450.0,1500.0,150.0,30.0,1,0,1,1125,1,1,1,1,14,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.63,283,390,2,1629,1,667,322,1,1,0.8526615303576317,60.0,1,1,55.0,72.0,52.0,13,1,1,1,1,1,1,1,0,0,0,0,0,1,40.0
3,1.0,114.0,114.0,2,2.0,1.0,1.0,999999.0,999999.0,0.0,15.0,1,5,10,1125,0,6,22,273,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.0,0.0,278,0,1,1067,1,999,999,1,1,0.44487704950615353,50.0,0,0,55.0,29.0,52.0,14,1,1,1,1,0,1,1,0,0,0,0,0,0,60.0
1,1.0,1.0,1.0,4,1.0,1.0,2.0,450.0,1400.0,0.0,30.0,2,5,3,1125,5,5,22,112,67,81.0,8.0,8.0,9.0,10.0,10.0,8.0,1.0,1.53,281,285,1,1355,1,1313,38,1,1,0.7011197918032844,70.0,1,1,55.0,72.0,52.0,17,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
3,1.0,1.0,1.0,3,1.0,1.0,2.0,999999.0,999999.0,0.0,35.0,1,25,3,60,0,0,3,154,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.63,87,108,2,530,1,48,48,1,1,6.151107335714142,50.0,0,0,55.0,72.0,52.0,14,0,0,1,1,1,1,1,0,1,0,0,0,0,55.0
48,0.0,1.0,1.0,2,1.0,1.0,1.0,109.0,399.0,0.0,5.0,1,12,1,100,0,0,6,281,88,93.0,10.0,9.0,9.0,10.0,9.0,9.0,1.0,2.78,309,33,1,1208,1,950,163,1,1,8.293084203318896,31.5,1,1,31.0,29.0,52.0,21,1,1,1,1,1,1,1,0,0,0,1,1,1,40.0
999,0.0,1.0,1.0,3,1.0,1.0,3.0,999999.0,999999.0,0.0,10.0,1,0,1,1125,30,60,90,365,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,55,0,2,245,1,999,999,1,1,0.8011107663262533,70.0,0,0,55.0,29.0,52.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,40.0
3,1.0,1.0,1.0,4,1.0,2.0,3.0,999999.0,999999.0,100.0,40.0,3,15,2,1125,11,36,61,272,52,93.0,9.0,9.0,9.0,9.0,10.0,9.0,1.0,3.51,89,155,2,468,1,445,28,1,1,0.5353208679022073,50.0,0,0,55.0,72.0,52.0,14,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
999,0.0,1.0,1.0,1,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,12,1125,30,60,90,365,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,32,0,1,430,1,999,999,1,1,1.4368061236842091,38.0,0,0,55.0,29.0,52.0,14,1,1,0,1,1,1,1,0,0,0,1,0,0,40.0
1,1.0,8.0,8.0,3,1.0,1.0,3.0,999999.0,999999.0,0.0,10.0,1,16,1,1125,27,57,84,359,1,80.0,10.0,10.0,8.0,8.0,8.0,10.0,8.0,0.16,156,439,1,235,1,189,189,1,1,0.4764351507097711,50.0,0,0,42.0,29.0,52.0,13,1,1,0,1,1,0,1,0,0,0,0,0,0,40.0
1,1.0,3.0,3.0,2,1.0,1.0,2.0,364.0,1560.0,150.0,10.0,1,21,2,30,11,24,24,211,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,0.21,241,318,2,927,1,571,160,1,1,7.590725329154621,32.0,1,1,38.0,29.0,52.0,13,1,1,0,1,1,0,0,0,0,0,0,1,0,60.0
1,1.0,1.0,1.0,4,2.0,1.0,2.0,999999.0,999999.0,150.0,27.0,2,15,2,31,15,39,63,63,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,264,0,1,34,1,999,999,1,1,0.9598197579536055,65.0,0,0,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
1,1.0,1.0,1.0,4,1.0,1.0,3.0,999999.0,999999.0,0.0,30.0,1,0,2,1125,8,26,50,197,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.29,322,362,2,424,1,140,14,1,1,0.6267645214870406,65.0,0,0,55.0,72.0,52.0,23,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
1,1.0,2.0,2.0,3,1.0,1.0,2.0,999999.0,999999.0,99.0,10.0,1,0,2,15,11,41,71,72,18,88.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,0.48,320,83,2,2357,1,1129,21,1,1,1.3062970605817572,45.0,0,0,55.0,29.0,52.0,8,1,1,1,1,0,1,1,0,0,0,0,0,0,55.0
3,1.0,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,250.0,30.0,2,20,3,1125,0,0,0,61,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.85,276,24,1,727,1,246,41,1,1,0.8542377962978567,65.0,0,0,55.0,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,11.0,11.0,5,1.0,1.0,3.0,642.0,2163.0,300.0,42.0,1,11,3,365,3,33,56,331,16,91.0,9.0,9.0,10.0,9.0,9.0,8.0,11.0,0.24,351,816,2,2261,1,2016,49,1,1,1.3423276124422696,60.0,1,1,55.0,72.0,52.0,8,1,1,1,1,0,1,1,0,0,0,1,0,0,60.0
999,0.0,1.0,1.0,3,1.0,1.0,1.0,999999.0,999999.0,200.0,10.0,1,0,1,1125,0,0,0,0,10,82.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,1.08,78,0,2,649,1,279,216,1,1,1.0433516409299795,50.0,0,0,55.0,72.0,48.5,16,0,0,1,1,1,1,1,0,0,0,0,0,1,55.0
3,1.0,1.0,1.0,4,1.0,2.0,3.0,999999.0,999999.0,0.0,30.0,1,0,2,1125,5,13,17,281,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.52,205,15,1,1000,1,462,98,1,1,2.7701860022165086,60.0,0,0,55.0,72.0,52.0,20,1,1,1,1,1,1,1,0,0,0,0,0,1,55.0
1,1.0,2.0,2.0,4,1.0,1.0,1.0,999999.0,999999.0,0.0,20.0,1,0,3,1125,11,32,32,32,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,338,0,1,1545,1,999,999,1,1,1.3117400571181783,50.0,0,0,55.0,72.0,52.0,10,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,9.0,9.0,4,1.0,1.0,2.0,999999.0,999999.0,200.0,75.0,3,0,4,1125,9,39,63,333,20,94.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,1.24,308,314,1,1484,1,485,28,1,1,1.4035796133039313,65.0,0,0,55.0,72.0,52.0,23,1,1,1,1,1,1,1,0,0,0,1,0,0,60.0
24,0.63,1.0,1.0,2,1.0,1.0,1.0,440.0,1300.0,500.0,30.0,1,0,1,1125,14,44,55,319,16,88.0,9.0,10.0,9.0,9.0,10.0,9.0,1.0,0.68,139,32,1,833,1,709,40,1,1,1.169428534136969,50.0,1,1,55.0,72.0,52.0,16,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,4.0,4.0,10,4.5,5.0,8.0,999999.0,999999.0,500.0,70.0,7,50,1,1125,3,13,26,148,18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,2.09,436,101,1,880,1,258,10,1,1,0.5903985973716991,65.0,0,0,55.0,72.0,52.0,27,1,1,1,1,1,1,1,0,0,0,1,0,0,55.0
48,0.0,2.0,2.0,1,0.5,1.0,1.0,999999.0,999999.0,100.0,15.0,1,0,1,1125,30,60,90,365,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,87,0,1,403,1,999,999,1,1,2.8106237888463173,35.0,0,0,55.0,29.0,52.0,14,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,4.0,4.0,1,0.5,1.0,2.0,999999.0,999999.0,0.0,25.0,1,10,2,1125,29,59,89,364,2,90.0,10.0,9.0,10.0,10.0,10.0,9.0,4.0,1.43,167,0,1,160,1,42,28,1,1,2.593239093751522,25.0,0,0,55.0,29.0,52.0,13,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,6.0,6.0,4,1.0,1.0,1.0,999999.0,999999.0,200.0,35.0,1,15,3,1125,8,30,60,331,5,100.0,10.0,10.0,9.0,10.0,10.0,10.0,5.0,1.55,351,109,1,956,1,97,20,1,1,0.8974163193623275,70.0,0,0,55.0,72.0,52.0,14,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,1.0,1.0,4,1.0,0.0,2.0,400.0,1400.0,300.0,30.0,2,10,3,350,12,42,61,336,79,93.0,9.0,9.0,10.0,10.0,9.0,9.0,1.0,1.99,264,257,1,1219,1,1192,26,1,1,1.0828629515491486,65.0,1,1,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
24,1.0,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,15,2,1125,16,46,76,351,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.97,357,262,1,1441,1,62,56,1,1,1.0196362796926624,50.0,0,0,55.0,29.0,52.0,12,1,1,1,1,1,1,1,0,0,0,0,0,1,40.0
1,0.98,10.0,10.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,7.0,2,15,1,1125,2,8,15,287,99,83.0,8.0,9.0,8.0,8.0,10.0,8.0,10.0,4.86,349,796,1,1082,1,611,4,1,1,0.7554631428648853,60.0,0,0,38.0,29.0,52.0,13,1,1,1,1,1,0,0,0,0,0,0,0,1,55.0
1,1.0,24.0,24.0,4,1.0,1.0,2.0,999999.0,999999.0,100.0,30.0,3,0,2,29,14,38,63,338,1,100.0,8.0,10.0,10.0,10.0,10.0,10.0,21.0,1.0,371,0,1,647,1,13,13,1,1,0.2910461557899798,78.0,0,0,55.0,72.0,52.0,13,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
3,1.0,1.0,1.0,1,1.0,1.0,1.0,180.0,740.0,0.0,10.0,1,10,2,1125,26,56,86,361,24,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,1.32,243,317,1,849,1,545,14,1,1,7.427111958120631,30.0,1,1,55.0,29.0,52.0,19,1,1,1,1,1,1,1,0,1,0,0,1,0,55.0
3,1.0,7.0,7.0,2,1.0,1.0,2.0,106.0,999999.0,0.0,10.0,1,10,3,1125,24,54,84,359,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,0.1,254,67,1,344,1,295,295,1,1,2.643962420520675,24.0,1,0,38.0,29.0,52.0,10,1,1,1,1,1,1,1,0,0,0,0,1,0,60.0
24,0.63,1.0,1.0,2,1.0,1.0,2.0,115.0,999999.0,0.0,10.0,1,0,1,1125,24,54,84,359,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1.0,0.83,70,0,2,333,1,36,36,1,1,6.167404154889421,39.0,1,0,55.0,29.0,52.0,13,1,1,1,1,1,1,1,0,1,1,0,0,0,40.0
24,0.64,2.0,2.0,3,2.0,1.0,1.0,999999.0,999999.0,150.0,10.0,1,10,1,1125,29,59,89,364,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,195,39,2,1088,1,999,999,1,1,1.0337026587546645,60.0,0,0,55.0,29.0,52.0,17,1,1,1,1,1,1,1,0,0,0,0,0,1,55.0
1,0.98,2.0,2.0,6,2.0,3.0,3.0,999999.0,999999.0,350.0,40.0,2,10,1,1125,12,27,46,319,69,88.0,9.0,9.0,8.0,9.0,10.0,9.0,1.0,3.8,50,0,1,1738,1,545,21,1,1,0.7904895449199312,65.0,0,0,55.0,72.0,52.0,10,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,0.99,207.0,207.0,4,1.0,1.0,1.0,999999.0,999999.0,150.0,30.0,3,10,2,1125,16,35,57,330,6,83.0,9.0,9.0,9.0,9.0,10.0,9.0,67.0,1.89,401,0,2,453,1,95,21,1,1,0.4990390503324891,50.0,0,0,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,1.0,1.0,1,1.5,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,2,1125,19,49,79,354,9,84.0,8.0,10.0,9.0,9.0,9.0,9.0,1.0,1.8,106,0,1,612,1,150,7,1,1,3.6525467162181227,28.0,0,0,55.0,29.0,52.0,11,1,1,1,1,1,1,1,0,0,0,0,0,0,55.0
1,1.0,1.0,1.0,6,2.0,3.0,5.0,999999.0,999999.0,0.0,30.0,1,0,4,1125,15,31,38,293,8,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,1.18,187,0,2,362,1,203,21,1,1,2.4349569386473418,70.0,0,0,49.5,72.0,52.0,19,1,1,1,1,1,1,1,1,0,0,0,1,0,40.0
1,0.8,1.0,1.0,3,1.0,1.0,2.0,175.0,300.0,0.0,10.0,2,10,1,1125,14,44,74,75,28,83.0,9.0,8.0,10.0,10.0,9.0,9.0,1.0,1.37,97,13,2,633,1,614,6,1,1,2.4708065476148833,25.0,1,1,55.0,29.0,52.0,8,1,1,1,1,0,0,0,0,0,0,0,0,0,40.0
1,1.0,1.0,1.0,2,1.0,0.0,1.0,999999.0,999999.0,0.0,10.0,1,0,2,1125,14,40,70,71,6,83.0,9.0,7.0,10.0,9.0,10.0,9.0,1.0,4.39,116,0,2,84,1,41,6,1,1,0.7405362833340251,50.0,0,0,55.0,72.0,52.0,7,1,1,1,0,1,0,1,0,0,0,0,0,0,40.0
999,0.0,1.0,1.0,1,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,1,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.07,73,0,1,433,1,421,421,1,1,2.372093552690623,22.0,0,0,55.0,29.0,52.0,9,1,1,1,1,1,0,0,0,0,0,0,0,0,40.0
1,1.0,1.0,1.0,2,2.0,1.0,2.0,180.0,999999.0,0.0,5.0,1,0,1,1125,5,18,41,51,146,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,13.9,274,150,1,1096,1,315,3,1,1,10.965866585767069,28.0,1,0,55.0,29.0,52.0,13,1,1,1,1,1,0,0,0,0,0,0,0,0,60.0
1,1.0,8.0,8.0,2,1.0,0.0,2.0,999999.0,999999.0,0.0,15.0,1,0,1,1125,3,17,37,312,57,93.0,10.0,10.0,10.0,10.0,10.0,9.0,7.0,3.3,247,0,1,893,1,518,27,1,1,2.2240287761437263,60.0,0,0,55.0,72.0,52.0,17,1,1,1,1,1,0,1,0,0,0,0,0,0,40.0
999,0.0,1.0,1.0,4,1.0,1.0,2.0,300.0,900.0,0.0,30.0,1,0,1,25,0,0,0,0,2,90.0,9.0,9.0,9.0,10.0,9.0,8.0,1.0,0.11,238,124,1,1075,1,544,536,1,1,1.3648102959340116,65.0,1,1,55.0,72.0,52.0,7,0,0,0,1,1,1,1,0,0,0,0,0,0,55.0
24,1.0,1.0,1.0,2,2.0,1.0,1.0,150.0,500.0,0.0,5.0,1,6,2,30,22,22,22,22,4,93.0,9.0,10.0,10.0,10.0,8.0,9.0,1.0,0.17,454,128,1,950,1,706,578,1,1,4.168186756138758,24.0,1,1,55.0,29.0,52.0,18,1,1,1,1,1,1,1,0,0,0,0,1,0,40.0
999,0.0,1.0,1.0,1,2.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,17,1,1125,24,54,84,174,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,309,25,1,889,1,999,999,1,1,1.0696466347651359,60.0,0,0,55.0,29.0,52.0,17,1,1,1,1,1,1,1,1,0,0,0,0,0,40.0
1,1.0,1.0,1.0,3,1.0,1.0,1.0,999999.0,999999.0,0.0,25.0,2,25,3,1125,13,39,69,282,28,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,0.52,317,44,1,1708,1,1614,7,1,1,0.790379476864294,60.0,0,0,55.0,72.0,52.0,17,1,1,1,1,1,1,1,0,0,0,0,0,1,40.0
24,1.0,2.0,2.0,2,1.0,1.0,1.0,210.0,930.0,0.0,10.0,1,10,1,1125,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,399,441,1,662,1,999,999,1,1,8.697107767045557,50.0,1,1,31.0,29.0,52.0,15,1,1,1,1,1,1,1,0,1,0,0,0,1,40.0
3,1.0,2.0,2.0,1,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,20,1,1125,30,60,89,364,6,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0,0.28,333,11,2,1568,1,645,322,1,1,6.096401316953393,28.5,0,0,31.0,29.0,52.0,12,1,1,0,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,2.0,2.0,3,1.0,1.0,1.0,380.0,1101.0,0.0,15.0,2,10,2,120,15,45,73,348,20,85.0,9.0,9.0,10.0,10.0,9.0,9.0,2.0,1.61,66,15,2,525,1,373,21,1,1,0.9020952866231121,50.0,1,1,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
1,1.0,2.0,2.0,4,1.0,2.0,2.0,999999.0,999999.0,250.0,40.0,2,10,3,1125,0,0,0,190,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.53,306,220,1,1443,1,59,14,1,1,0.6381103597415634,50.0,0,0,55.0,72.0,52.0,11,1,1,1,1,1,1,0,0,0,0,0,0,0,55.0
999,0.0,4.0,4.0,1,1.5,1.0,1.0,999999.0,999999.0,0.0,20.0,1,0,20,180,0,0,6,281,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0.0,99,0,1,1647,1,999,999,1,1,0.4373796495729346,50.0,0,0,55.0,29.0,52.0,13,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,8.0,8.0,7,2.0,2.0,4.0,999999.0,999999.0,0.0,30.0,2,25,2,1125,8,21,34,269,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,0.0,487,0,1,32,1,999,999,1,1,0.8429538271750221,65.0,0,0,55.0,72.0,52.0,11,1,1,1,1,0,1,1,0,0,0,1,0,0,55.0
3,1.0,1.0,1.0,2,2.0,1.0,1.0,999999.0,999999.0,0.0,5.0,2,5,2,15,11,28,49,50,31,94.0,10.0,10.0,9.0,10.0,9.0,10.0,1.0,5.54,85,271,2,1011,1,168,4,1,1,6.632401254178878,15.5,0,0,55.0,29.0,52.0,12,1,1,1,0,1,1,0,0,0,0,0,0,0,55.0
1,1.0,1.0,1.0,10,4.0,5.0,6.0,999999.0,4000.0,200.0,150.0,6,18,3,1125,9,29,44,214,7,89.0,9.0,9.0,9.0,10.0,8.0,9.0,1.0,0.54,345,50,1,443,1,392,141,1,1,7.373199240413756,32.0,0,1,49.0,72.0,52.0,21,1,1,1,1,1,1,1,1,1,0,0,1,1,60.0
1,1.0,5.0,5.0,2,2.0,1.0,1.0,999999.0,999999.0,94.0,5.0,1,5,2,20,5,22,50,50,23,94.0,9.0,9.0,10.0,10.0,10.0,9.0,5.0,5.19,248,724,1,223,1,133,16,1,1,1.5711762578827733,42.5,0,0,55.0,29.0,52.0,19,1,1,1,1,1,1,0,0,0,0,0,0,0,40.0
1,1.0,3.0,3.0,4,1.0,1.0,2.0,250.0,900.0,0.0,20.0,2,8,3,999,4,12,22,248,80,92.0,9.0,9.0,10.0,10.0,9.0,10.0,3.0,2.11,242,314,1,1658,1,1135,25,1,1,2.2964832372465973,26.0,1,1,55.0,72.0,52.0,15,1,1,1,1,1,1,1,0,0,0,1,0,0,40.0
24,1.0,2.0,2.0,1,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,2,1125,30,60,90,365,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,198,86,2,1300,1,999,999,1,1,2.2699042699313416,34.0,0,0,55.0,29.0,52.0,11,1,1,0,1,1,1,1,0,0,0,0,0,0,40.0
1,0.99,34.0,34.0,2,1.0,1.0,2.0,120.0,420.0,0.0,10.0,1,18,1,365,0,25,55,330,30,85.0,8.0,8.0,9.0,9.0,9.0,9.0,33.0,0.73,378,236,1,1725,1,1241,49,1,1,3.552930161064477,33.5,1,1,55.0,29.0,52.0,14,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
999,0.0,1.0,1.0,3,1.0,1.0,2.0,999999.0,999999.0,0.0,30.0,1,0,3,1125,0,0,0,44,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,351,572,1,237,1,999,999,1,1,0.5757177107466781,70.0,0,0,55.0,72.0,52.0,15,1,1,1,1,1,0,1,0,0,0,0,0,0,55.0
1,1.0,2.0,2.0,2,1.0,1.0,1.0,200.0,701.0,0.0,10.0,1,0,1,1125,0,3,4,207,143,94.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,6.32,89,0,1,1065,1,679,2,1,1,0.567590211790348,60.0,1,1,55.0,29.0,52.0,16,1,1,1,1,1,1,1,0,0,0,1,0,0,40.0
1,1.0,2.0,2.0,15,3.5,3.0,10.0,999999.0,4500.0,270.0,40.0,7,30,2,120,13,35,58,331,29,94.0,10.0,9.0,9.0,9.0,10.0,9.0,2.0,1.73,109,122,2,526,1,504,6,1,1,0.398765295402161,70.0,0,1,55.0,72.0,52.0,16,1,1,1,1,1,1,1,0,0,0,0,0,1,55.0
3,0.9,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,30,2,1125,26,56,86,361,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,149,0,1,731,1,999,999,1,1,0.8457526782145187,65.0,0,0,55.0,29.0,52.0,16,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,2.0,2.0,2,1.0,0.0,2.0,999999.0,999999.0,0.0,30.0,1,0,2,1125,8,38,68,341,17,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.62,255,64,1,471,1,195,7,1,1,1.0349687689086455,70.0,0,0,55.0,72.0,52.0,13,1,1,1,1,1,0,1,0,0,0,0,0,0,60.0
999,0.0,1.0,1.0,4,1.0,1.0,2.0,350.0,1000.0,100.0,40.0,4,30,2,1125,0,0,0,129,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,179,47,1,626,1,999,999,1,1,3.460891952651186,33.5,1,1,55.0,72.0,52.0,10,0,0,1,1,1,1,1,0,0,0,0,0,1,40.0
48,0.0,2.0,2.0,2,0.5,1.0,1.0,999999.0,999999.0,100.0,15.0,1,0,1,1125,30,60,90,365,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,290,122,1,403,1,999,999,1,1,2.870590602183711,35.0,0,0,55.0,29.0,52.0,15,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
1,1.0,3.0,3.0,3,1.0,1.0,1.0,999999.0,999999.0,100.0,6.0,2,10,3,1125,18,48,78,101,89,92.0,9.0,9.0,10.0,10.0,9.0,9.0,3.0,3.13,307,570,2,867,1,852,3,1,1,2.2983256940365364,34.0,0,0,31.0,29.0,52.0,11,1,1,1,1,1,0,1,0,0,0,0,0,0,60.0
1,0.99,207.0,207.0,2,1.0,1.0,1.0,999999.0,999999.0,200.0,15.0,1,0,2,1125,0,0,0,128,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.0,0.0,319,0,1,453,1,999,999,1,1,1.0942004902599827,50.0,0,0,55.0,72.0,52.0,6,1,1,1,1,1,0,1,0,0,0,0,0,0,60.0
24,0.8,1.0,1.0,2,1.0,1.0,2.0,999999.0,999999.0,100.0,20.0,1,0,30,30,0,0,3,278,6,87.0,9.0,8.0,10.0,10.0,10.0,8.0,1.0,0.99,272,89,1,1355,1,182,98,1,1,2.7488330821465063,60.0,0,0,55.0,72.0,52.0,23,1,1,1,1,1,1,1,0,0,1,0,0,1,40.0
1,1.0,5.0,5.0,3,1.0,1.0,2.0,400.0,1200.0,87.0,19.0,1,14,1,365,4,22,35,301,356,92.0,9.0,10.0,10.0,10.0,10.0,9.0,5.0,5.07,386,290,1,2152,1,2108,8,1,1,0.7012143695014323,50.0,1,1,55.0,72.0,52.0,18,1,1,1,1,1,1,1,0,0,0,0,0,0,60.0
999,0.0,1.0,1.0,2,1.0,1.0,1.0,999999.0,999999.0,0.0,10.0,1,0,1,1125,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,98,0,1,1442,1,999,999,1,1,2.17971414141002,100.0,0,0,55.0,29.0,52.0,5,1,1,1,1,0,1,0,0,0,0,0,0,0,40.0
1,1.0,2.0,2.0,3,1.0,1.0,3.0,999999.0,999999.0,0.0,30.0,1,8,2,1125,21,50,76,349,3,93.0,9.0,9.0,9.0,9.0,10.0,10.0,2.0,0.49,216,117,1,864,1,185,129,1,1,2.1940913452764237,65.0,0,0,55.0,72.0,52.0,13,1,1,1,1,1,1,1,0,0,0,0,0,1,55.0
1,1.0,1.0,1.0,4,1.0,2.0,2.0,999999.0,999999.0,0.0,30.0,1,0,2,6,6,23,44,126,23,91.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,3.88,98,25,2,187,1,178,7,1,1,5.819022173851509,21.5,0,0,55.0,72.0,52.0,9,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0
