triangulos_suma,Cleaning Fee,Bathrooms,Bedrooms,Room Type_price_encoded
2.1972245773362196,-0.2148160928117984,0.125,0.2,72.0
1.3862943611198906,-0.44628025794180193,0.125,0.0,72.0
2.0794415416798357,0.24811223744820873,0.125,0.1,72.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
1.791759469228055,-0.44628025794180193,0.125,0.1,72.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
1.791759469228055,-0.2148160928117984,0.125,0.0,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.772588722239781,1.3591402300722257,0.125,0.30000000000000004,72.0
1.6094379124341003,-0.44628025794180193,0.125,0.1,72.0
2.0794415416798357,-0.6777444230718055,0.125,0.2,72.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.6094379124341003,-0.909208588201809,0.125,0.1,29.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.1972245773362196,-0.6777444230718055,0.125,0.1,72.0
1.9459101490553132,0.47957640257821227,0.125,0.1,72.0
2.302585092994046,0.24811223744820873,0.125,0.2,72.0
1.6094379124341003,-0.44628025794180193,0.125,0.1,72.0
1.5040773967762742,-0.6777444230718055,0.1875,0.1,29.0
2.4849066497880004,0.47957640257821227,0.25,0.2,72.0
2.0794415416798357,-0.6777444230718055,0.25,0.1,29.0
1.791759469228055,0.24811223744820873,0.125,0.2,72.0
1.6094379124341003,-0.3536945918898005,0.125,0.1,72.0
1.7047480922384253,-0.6777444230718055,0.1875,0.1,29.0
2.1972245773362196,0.24811223744820873,0.125,0.2,72.0
2.5649493574615367,0.24811223744820873,0.125,0.2,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.1400661634962708,-0.2148160928117984,0.1875,0.1,29.0
2.3978952727983707,-0.2148160928117984,0.125,0.2,72.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.6094379124341003,-0.2148160928117984,0.125,0.1,72.0
2.302585092994046,0.24811223744820873,0.125,0.2,72.0
2.1972245773362196,0.24811223744820873,0.125,0.1,72.0
2.0794415416798357,0.24811223744820873,0.125,0.1,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,0.38699073652621085,0.125,0.1,72.0
2.0794415416798357,-0.44628025794180193,0.125,0.1,72.0
1.6094379124341003,-0.909208588201809,0.125,0.1,29.0
1.6094379124341003,-0.585158757019804,0.125,0.1,29.0
2.0794415416798357,-0.44628025794180193,0.125,0.1,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.3862943611198906,0.6184549016562144,0.125,0.1,29.0
2.3978952727983707,0.7110405677082159,0.125,0.2,72.0
2.0794415416798357,-0.2148160928117984,0.125,0.1,72.0
2.302585092994046,0.01664807231820517,0.125,0.2,72.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.791759469228055,-0.909208588201809,0.125,0.1,72.0
2.302585092994046,0.47957640257821227,0.25,0.2,72.0
1.7047480922384253,-0.6777444230718055,0.1875,0.1,29.0
2.9444389791664403,1.173968897968223,0.375,0.4,72.0
1.791759469228055,0.24811223744820873,0.125,0.1,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.3513752571634776,0.9425047328382193,0.3125,0.2,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
2.302585092994046,0.24811223744820873,0.25,0.2,72.0
1.791759469228055,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.4849066497880004,0.7110405677082159,0.125,0.2,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,0.7110405677082159,0.125,0.1,72.0
3.091042453358316,-0.6777444230718055,0.125,0.1,20.0
1.791759469228055,0.1092337383702066,0.125,0.0,72.0
2.3978952727983707,0.7110405677082159,0.125,0.2,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.791759469228055,0.24811223744820873,0.125,0.0,72.0
2.1972245773362196,-0.6777444230718055,0.75,0.1,29.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
2.0794415416798357,0.24811223744820873,0.125,0.1,72.0
1.791759469228055,-0.6777444230718055,0.25,0.1,29.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.6094379124341003,-0.2148160928117984,0.125,0.1,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.70805020110221,2.562753888748244,0.25,0.30000000000000004,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.0794415416798357,-0.2148160928117984,0.125,0.1,72.0
2.5257286443082556,1.173968897968223,0.3125,0.30000000000000004,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.3978952727983707,10.432535503168365,0.25,0.2,72.0
2.0794415416798357,-0.2148160928117984,0.125,0.1,72.0
2.0794415416798357,-0.2148160928117984,0.125,0.1,72.0
2.2512917986064953,0.24811223744820873,0.1875,0.1,72.0
1.791759469228055,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
2.970414465569701,15.061818805768437,0.4375,0.4,72.0
2.1972245773362196,-0.6777444230718055,0.125,0.1,29.0
2.3978952727983707,-0.44628025794180193,0.125,0.2,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.791759469228055,-0.6777444230718055,0.125,0.2,29.0
2.5649493574615367,0.9425047328382193,0.125,0.2,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.0,72.0
2.0794415416798357,0.24811223744820873,0.125,0.1,72.0
2.0794415416798357,0.24811223744820873,0.125,0.1,72.0
2.6390573296152584,1.6368972282282301,0.125,0.2,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.3978952727983707,1.6368972282282301,0.25,0.2,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.5649493574615367,0.7110405677082159,0.25,0.2,72.0
2.3978952727983707,0.24811223744820873,0.25,0.2,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,1.6368972282282301,0.125,0.1,72.0
1.6094379124341003,0.38699073652621085,0.125,0.1,72.0
2.0794415416798357,0.24811223744820873,0.125,0.1,72.0
1.3862943611198906,-0.8629157551758083,0.125,0.1,29.0
2.6026896854443837,1.173968897968223,0.1875,0.2,72.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.3862943611198906,-0.8629157551758083,0.125,0.1,29.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.8903717578961645,5.340323870308287,0.375,0.30000000000000004,72.0
3.295836866004329,0.24811223744820873,0.375,0.4,72.0
2.772588722239781,-0.2148160928117984,0.125,0.30000000000000004,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.1972245773362196,0.24811223744820873,0.125,0.2,72.0
2.0794415416798357,-0.2148160928117984,0.125,0.2,72.0
1.6094379124341003,-0.6777444230718055,0.0,0.1,29.0
2.1972245773362196,0.24811223744820873,0.125,0.2,72.0
1.791759469228055,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,-0.770330089123807,0.125,0.1,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.0794415416798357,-0.2148160928117984,0.125,0.1,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.302585092994046,0.7110405677082159,0.125,0.2,72.0
2.1972245773362196,0.47957640257821227,0.125,0.2,72.0
1.5040773967762742,-0.6777444230718055,0.1875,0.1,29.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
1.8718021769015913,-0.6777444230718055,0.3125,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.0794415416798357,0.24811223744820873,0.125,0.2,72.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.791759469228055,-0.6777444230718055,0.25,0.1,29.0
1.6094379124341003,1.6368972282282301,0.125,0.0,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.0794415416798357,-0.2148160928117984,0.125,0.1,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.302585092994046,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.3862943611198906,-0.2148160928117984,0.125,0.0,72.0
2.0794415416798357,0.24811223744820873,0.125,0.1,72.0
2.0794415416798357,-0.44628025794180193,0.125,0.1,72.0
1.6094379124341003,0.7110405677082159,0.125,0.1,72.0
2.4849066497880004,0.01664807231820517,0.125,0.2,72.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.6094379124341003,-0.909208588201809,0.125,0.1,29.0
1.6094379124341003,-0.49257309096780266,0.125,0.1,29.0
2.9444389791664403,1.8683613933582337,0.375,0.30000000000000004,72.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
1.6094379124341003,-0.909208588201809,0.125,0.1,29.0
2.1972245773362196,0.24811223744820873,0.125,0.2,72.0
1.6094379124341003,1.173968897968223,0.125,0.1,72.0
1.9459101490553132,-0.6777444230718055,0.125,0.1,29.0
2.1972245773362196,0.24811223744820873,0.125,0.1,29.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.4849066497880004,0.7110405677082159,0.125,0.2,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.0149030205422647,-0.2148160928117984,0.1875,0.1,72.0
1.9459101490553132,-0.6777444230718055,0.375,0.1,29.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
1.5040773967762742,-0.6777444230718055,0.1875,0.1,29.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.1972245773362196,-0.44628025794180193,0.125,0.2,72.0
2.772588722239781,0.24811223744820873,0.25,0.30000000000000004,72.0
2.1972245773362196,1.173968897968223,0.125,0.2,72.0
1.791759469228055,-0.585158757019804,0.125,0.1,29.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.5649493574615367,1.6368972282282301,0.25,0.2,72.0
1.9459101490553132,0.7110405677082159,0.125,0.1,72.0
2.3978952727983707,0.24811223744820873,0.25,0.2,72.0
2.6390573296152584,1.6368972282282301,0.25,0.2,72.0
2.302585092994046,0.7110405677082159,0.125,0.2,72.0
2.5649493574615367,0.24811223744820873,0.25,0.2,72.0
1.9459101490553132,-0.6777444230718055,0.125,0.1,29.0
1.3862943611198906,0.24811223744820873,0.125,0.0,72.0
2.995732273553991,0.7110405677082159,0.25,0.5,72.0
1.3862943611198906,-0.909208588201809,0.125,0.1,29.0
1.252762968495368,-0.6777444230718055,0.0625,0.1,29.0
2.4849066497880004,0.24811223744820873,0.125,0.2,72.0
2.302585092994046,0.24811223744820873,0.25,0.2,72.0
1.791759469228055,0.24811223744820873,0.125,0.1,72.0
2.0794415416798357,-0.6777444230718055,0.625,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.3862943611198906,0.24811223744820873,0.125,0.0,72.0
2.5649493574615367,0.24811223744820873,0.125,0.2,72.0
1.3862943611198906,-0.2148160928117984,0.125,0.0,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.791759469228055,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.0794415416798357,0.01664807231820517,0.125,0.1,72.0
2.302585092994046,1.173968897968223,0.25,0.2,72.0
1.791759469228055,-0.6777444230718055,0.25,0.1,29.0
2.302585092994046,2.423875389670242,0.25,0.2,72.0
1.9459101490553132,-0.44628025794180193,0.375,0.1,29.0
3.091042453358316,1.035090398890221,0.375,0.30000000000000004,72.0
2.302585092994046,0.24811223744820873,0.25,0.2,72.0
2.0794415416798357,0.7110405677082159,0.125,0.1,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.791759469228055,-0.6777444230718055,0.25,0.1,29.0
1.791759469228055,-0.6777444230718055,0.25,0.1,29.0
3.2386784521643803,1.173968897968223,0.1875,0.5,72.0
1.9459101490553132,-0.44628025794180193,0.125,0.1,72.0
2.302585092994046,-0.44628025794180193,0.125,0.2,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.1972245773362196,0.01664807231820517,0.125,0.1,20.0
2.70805020110221,1.6368972282282301,0.25,0.30000000000000004,72.0
2.4849066497880004,-0.44628025794180193,0.25,0.2,72.0
2.803360380906535,5.340323870308287,0.3125,0.30000000000000004,72.0
1.3862943611198906,0.24811223744820873,0.125,0.1,29.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,-0.909208588201809,0.125,0.1,29.0
2.1972245773362196,0.01664807231820517,0.125,0.1,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.0794415416798357,-0.6777444230718055,0.125,0.1,29.0
1.3862943611198906,-0.2148160928117984,0.125,0.0,72.0
1.9459101490553132,0.7110405677082159,0.125,0.0,72.0
2.2512917986064953,-0.909208588201809,0.1875,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.740840023925201,0.24811223744820873,0.3125,0.30000000000000004,72.0
2.833213344056216,0.24811223744820873,0.125,0.30000000000000004,72.0
1.791759469228055,-0.6777444230718055,0.125,0.1,29.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
2.5649493574615367,0.24811223744820873,0.125,0.2,72.0
1.9459101490553132,0.20181940442220803,0.125,0.1,72.0
2.833213344056216,2.099825558488237,0.25,0.30000000000000004,72.0
2.0794415416798357,0.24811223744820873,0.125,0.1,72.0
1.9459101490553132,1.1276760649422222,0.125,0.1,72.0
2.1400661634962708,-0.6777444230718055,0.1875,0.1,29.0
2.0794415416798357,-0.770330089123807,0.125,0.1,72.0
1.791759469228055,-0.44628025794180193,0.25,0.1,29.0
3.4965075614664802,-0.6777444230718055,0.75,1.0,29.0
1.6094379124341003,-0.2148160928117984,0.125,0.0,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,0.24811223744820873,0.125,0.0,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
2.1972245773362196,-0.6777444230718055,0.125,0.1,29.0
2.1972245773362196,-0.2148160928117984,0.125,0.2,72.0
1.9459101490553132,0.7110405677082159,0.125,0.1,72.0
2.302585092994046,-0.02964476070779554,0.25,0.2,72.0
2.0794415416798357,-0.44628025794180193,0.5,0.1,29.0
2.302585092994046,0.01664807231820517,0.25,0.2,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,20.0
1.3862943611198906,0.24811223744820873,0.125,0.1,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.302585092994046,0.24811223744820873,0.25,0.1,72.0
2.5649493574615367,0.7110405677082159,0.125,0.2,72.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
1.791759469228055,-0.6777444230718055,0.125,0.1,29.0
1.791759469228055,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.791759469228055,-0.44628025794180193,0.125,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.791759469228055,8.11789385186833,0.125,0.1,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,-0.44628025794180193,0.125,0.1,72.0
2.0794415416798357,-0.2148160928117984,0.375,0.1,29.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
1.9459101490553132,-0.6777444230718055,0.25,0.1,29.0
1.6094379124341003,-0.909208588201809,0.125,0.1,29.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
2.3978952727983707,-0.2148160928117984,0.125,0.1,72.0
2.4849066497880004,1.173968897968223,0.125,0.30000000000000004,72.0
2.0794415416798357,-0.6777444230718055,0.125,0.1,29.0
2.803360380906535,0.24811223744820873,0.3125,0.30000000000000004,72.0
1.9459101490553132,0.24811223744820873,0.125,0.1,72.0
2.803360380906535,0.24811223744820873,0.3125,0.30000000000000004,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.791759469228055,-0.44628025794180193,0.25,0.1,29.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.6741486494265287,0.24811223744820873,0.1875,0.30000000000000004,72.0
2.4849066497880004,0.24811223744820873,0.25,0.2,72.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
2.302585092994046,0.24811223744820873,0.125,0.1,72.0
1.6094379124341003,-0.8166229221498076,0.125,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,-0.2148160928117984,0.125,0.1,72.0
2.1972245773362196,-0.909208588201809,0.25,0.1,29.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.4849066497880004,0.7110405677082159,0.125,0.1,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.0794415416798357,1.6368972282282301,0.125,0.2,72.0
1.791759469228055,0.24811223744820873,0.375,0.1,29.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,-0.8629157551758083,0.125,0.1,29.0
1.3862943611198906,-0.3074017588637998,0.125,0.0,72.0
2.0794415416798357,0.7110405677082159,0.125,0.1,72.0
2.4849066497880004,-0.6777444230718055,0.125,0.1,29.0
2.1972245773362196,0.24811223744820873,0.125,0.2,72.0
2.5257286443082556,-0.2148160928117984,0.1875,0.2,72.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,20.0
1.9459101490553132,-0.44628025794180193,0.125,0.1,72.0
1.791759469228055,0.24811223744820873,0.125,0.0,72.0
2.970414465569701,-0.2148160928117984,0.1875,0.4,72.0
2.0794415416798357,0.24811223744820873,0.125,0.1,72.0
3.091042453358316,0.47957640257821227,0.25,0.4,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.9459101490553132,0.47957640257821227,0.125,0.1,72.0
2.1972245773362196,0.47957640257821227,0.125,0.1,72.0
2.302585092994046,0.7110405677082159,0.25,0.2,72.0
2.833213344056216,1.173968897968223,0.25,0.2,72.0
1.9459101490553132,1.1276760649422222,0.125,0.1,72.0
1.3862943611198906,1.6368972282282301,0.125,0.0,72.0
2.833213344056216,-0.44628025794180193,0.125,0.30000000000000004,72.0
1.791759469228055,-0.6777444230718055,0.25,0.1,29.0
1.7047480922384253,-0.6777444230718055,0.1875,0.1,29.0
2.995732273553991,3.488610549268259,0.25,0.4,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.3978952727983707,0.7110405677082159,0.125,0.2,72.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
2.302585092994046,1.6368972282282301,0.25,0.2,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
2.4849066497880004,-0.6777444230718055,0.125,0.2,29.0
2.8903717578961645,1.173968897968223,0.25,0.4,72.0
1.791759469228055,-0.909208588201809,0.25,0.1,72.0
1.3862943611198906,0.24811223744820873,0.125,0.0,72.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
2.3978952727983707,0.01664807231820517,0.125,0.2,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,0.24811223744820873,0.125,0.1,72.0
1.6094379124341003,-0.6777444230718055,0.125,0.1,29.0
1.3862943611198906,-0.6777444230718055,0.125,0.1,29.0
1.6094379124341003,-0.909208588201809,0.125,0.1,29.0
